id,type,name,elevation_ft,municipality,gps_code,iata_code,local_code,latitude,longitude,state_code
KCEY,small_airport,Kyle Oakley Field,577.0,Murray,KCEY,CEY,CEY, 36.66460037,-88.37280273,KY
KCEZ,small_airport,Cortez Municipal Airport,5918.0,Cortez,KCEZ,CEZ,CEZ, 37.3030014038,-108.627998352,CO
KCFD,small_airport,Coulter Field,367.0,Bryan,KCFD,CFD,CFD, 30.715700149499998,-96.3313980103,TX
KCFS,small_airport,Tuscola Area Airport,701.0,Caro,KCFS,TZC,CFS, 43.458801269531,-83.445503234863,MI
KCFT,small_airport,Greenlee County Airport,3798.0,Clifton/Morenci,KCFT,CFT,CFT, 32.95280075,-109.2099991,AZ
KCFV,small_airport,Coffeyville Municipal Airport,754.0,Coffeyville,KCFV,CFV,CFV, 37.09400177,-95.5718994141,KS
KCG,closed,Chignik Fisheries Airport,25.0,Chignik,,KCG,, 56.317643,-158.589706,AK
KCGE,small_airport,Cambridge Dorchester Airport,20.0,Cambridge,KCGE,CGE,CGE, 38.53929901,-76.03040314,MD
KCGF,medium_airport,Cuyahoga County Airport,879.0,Cleveland,KCGF,CGF,CGF, 41.5651016235,-81.4863967896,OH
KCGI,medium_airport,Cape Girardeau Regional Airport,342.0,Cape Girardeau,KCGI,CGI,CGI, 37.22529983520508,-89.57080078125,MO
KCGS,small_airport,College Park Airport,48.0,College Park,KCGS,CGS,CGS, 38.9805984497,-76.9223022461,MD
KCGX,closed,Chicago Meigs Airport,593.0,Chicago,KCGX,CGX,, 41.85879898071289,-87.60790252685547,IL
KCGZ,small_airport,Casa Grande Municipal Airport,1464.0,Casa Grande,KCGZ,CGZ,CGZ, 32.954899,-111.766998,AZ
KCHA,large_airport,Lovell Field,683.0,Chattanooga,KCHA,CHA,CHA, 35.035301208496094,-85.20379638671875,TN
KCHK,small_airport,Chickasha Municipal Airport,1152.0,Chickasha,KCHK,CHK,CHK, 35.09740067,-97.96769714,OK
KCHO,medium_airport,Charlottesville Albemarle Airport,639.0,Charlottesville,KCHO,CHO,CHO, 38.13859939575195,-78.4529037475586,VA
KCHS,large_airport,Charleston Air Force Base-International Airport,46.0,Charleston,KCHS,CHS,CHS, 32.89860153,-80.04049683,SC
KCIC,small_airport,Chico Municipal Airport,240.0,Chico,KCIC,CIC,CIC, 39.79539871,-121.8580017,CA
KCID,large_airport,The Eastern Iowa Airport,869.0,Cedar Rapids,KCID,CID,CID, 41.884700775146484,-91.71080017089844,IA
KCIN,small_airport,Arthur N Neu Airport,1204.0,Carroll,KCIN,CIN,CIN, 42.0461997986,-94.78900146480001,IA
KCIR,small_airport,Cairo Regional Airport,321.0,Cairo,KCIR,CIR,CIR, 37.0644989014,-89.2195968628,IL
KCIU,medium_airport,Chippewa County International Airport,800.0,Sault Ste Marie,KCIU,CIU,CIU, 46.25080108642578,-84.47239685058594,MI
KCKA,small_airport,Kegelman AF Aux Field,1202.0,Cherokee,KCKA,CKA,CKA, 36.7439002991,-98.1231002808,OK
KCKB,medium_airport,North Central West Virginia Airport,1217.0,Clarksburg,KCKB,CKB,CKB, 39.2966003418,-80.2281036377,WV
KCKC,small_airport,Grand Marais Cook County Airport,1799.0,Grand Marais,KCKC,GRM,CKC, 47.8382987976,-90.38289642330001,MN
KCKM,small_airport,Fletcher Field,173.0,Clarksdale,KCKM,CKM,CKM, 34.2997016907,-90.512298584,MS
KCKN,small_airport,Crookston Municipal Kirkwood Field,899.0,Crookston,KCKN,CKN,CKN, 47.8417015076,-96.62159729,MN
KCKV,small_airport,ClarksvilleâMontgomery County Regional Airport,550.0,Clarksville,KCKV,CKV,CKV, 36.6218986511,-87.4150009155,TN
KCL,small_airport,Chignik Lagoon Airport,25.0,Chignik Flats,KCL,KCL,KCL, 56.31119919,-158.5359955,AK
KCLE,large_airport,Cleveland Hopkins International Airport,791.0,Cleveland,KCLE,CLE,CLE, 41.4117012024,-81.8498001099,OH
KCLI,small_airport,Clintonville Municipal Airport,822.0,Clintonville,KCLI,CLI,CLI, 44.613800048799995,-88.731300354,WI
KCLK,small_airport,Clinton Regional Airport,1616.0,Clinton,KCLK,CLK,CLK, 35.53829956,-98.93270111,OK
KCLL,medium_airport,Easterwood Field,320.0,College Station,KCLL,CLL,CLL, 30.58860016,-96.36380005,TX
KCLM,medium_airport,William R Fairchild International Airport,291.0,Port Angeles,KCLM,CLM,CLM, 48.120201110839844,-123.5,WA
KCLR,small_airport,Cliff Hatfield Memorial Airport,-182.0,Calipatria,KCLR,CLR,CLR, 33.131500244099996,-115.521003723,CA
KCLS,small_airport,Chehalis Centralia Airport,176.0,Chehalis,KCLS,CLS,CLS, 46.676998138399995,-122.983001709,WA
KCLT,large_airport,Charlotte Douglas International Airport,748.0,Charlotte,KCLT,CLT,CLT, 35.2140007019043,-80.94309997558594,NC
KCLW,small_airport,Clearwater Air Park,71.0,Clearwater,KCLW,CLW,CLW, 27.9766998291,-82.7586975098,FL
KCMH,large_airport,John Glenn Columbus International Airport,815.0,Columbus,KCMH,CMH,CMH, 39.998001,-82.891899,OH
KCMI,medium_airport,University of Illinois Willard Airport,755.0,Champaign/Urbana,KCMI,CMI,CMI, 40.03919983,-88.27809906,IL
KCMX,medium_airport,Houghton County Memorial Airport,1095.0,Hancock,KCMX,CMX,CMX, 47.168399810791016,-88.48909759521484,MI
KCMY,small_airport,Sparta Fort Mc Coy Airport,837.0,Sparta,KCMY,CMY,CMY, 43.958302,-90.7379,WI
KCN,seaplane_base,Chernofski Harbor Seaplane Base,0.0,Chernofski Harbor,KCN,KCN,KCN, 53.4028993416,-167.52027154,AK
KCNH,small_airport,Claremont Municipal Airport,545.0,Claremont,KCNH,CNH,CNH, 43.3703994751,-72.36869812009999,NH
KCNK,small_airport,Blosser Municipal Airport,1486.0,Concordia,KCNK,CNK,CNK, 39.549301147499996,-97.6522979736,KS
KCNM,medium_airport,Cavern City Air Terminal,3295.0,Carlsbad,KCNM,CNM,CNM, 32.337501525878906,-104.26300048828125,NM
KCNO,small_airport,Chino Airport,650.0,Chino,KCNO,CNO,CNO, 33.97470093,-117.637001,CA
KCNU,medium_airport,Chanute Martin Johnson Airport,1002.0,Chanute,KCNU,CNU,CNU, 37.668800354,-95.4850997925,KS
KCNW,small_airport,TSTC Waco Airport,470.0,Waco,KCNW,CNW,CNW, 31.637800216699997,-97.0740966797,TX
KCNY,small_airport,Canyonlands Field,4557.0,Moab,KCNY,CNY,CNY, 38.75500107,-109.7549973,UT
KCOD,medium_airport,Yellowstone Regional Airport,5102.0,Cody,KCOD,COD,COD, 44.520198822,-109.024002075,WY
KCOE,medium_airport,Coeur D'Alene - Pappy Boyington Field,2320.0,Coeur d'Alene,KCOE,COE,COE, 47.77429962,-116.8199997,ID
KCOF,medium_airport,Patrick Air Force Base,8.0,Cocoa Beach,KCOF,COF,COF, 28.2348995209,-80.6100997925,FL
KCOI,small_airport,Merritt Island Airport,6.0,Merritt Island,KCOI,COI,COI, 28.341600418099997,-80.6855010986,FL
KCOM,small_airport,Coleman Municipal Airport,1697.0,Coleman,KCOM,COM,COM, 31.841100692699996,-99.4036026001,TX
KCON,medium_airport,Concord Municipal Airport,342.0,Concord,KCON,CON,CON, 43.20270157,-71.50229645,NH
KCOS,medium_airport,City of Colorado Springs Municipal Airport,6187.0,Colorado Springs,KCOS,COS,COS, 38.805801,-104.700996,CO
KCOT,small_airport,Cotulla-La Salle County Airport,474.0,Cotulla,KCOT,COT,COT, 28.45669937,-99.22029877,TX
KCOU,medium_airport,Columbia Regional Airport,889.0,Columbia,KCOU,COU,COU, 38.81809997558594,-92.21959686279297,MO
KCPM,small_airport,Compton Woodley Airport,97.0,Compton,KCPM,CPM,CPM, 33.8899993896,-118.244003296,CA
KCPR,medium_airport,Casper-Natrona County International Airport,5350.0,Casper,KCPR,CPR,CPR, 42.908001,-106.463997,WY
KCPS,small_airport,St Louis Downtown Airport,413.0,Cahokia/St Louis,KCPS,CPS,CPS, 38.570701599100005,-90.1561965942,IL
KCQW,small_airport,Cheraw Municipal Airport/Lynch Bellinger Field,239.0,Cheraw,KCQW,HCW,CQW, 34.71289825,-79.95700073,SC
KCR,small_airport,Colorado Creek Airport,860.0,Colorado Creek,KCR,KCR,KCR, 63.5676994324,-155.988998413,AK
KCRE,medium_airport,Grand Strand Airport,32.0,North Myrtle Beach,KCRE,CRE,CRE, 33.8116989136,-78.72389984130001,SC
KCRG,medium_airport,Jacksonville Executive at Craig Airport,41.0,Jacksonville,KCRG,CRG,CRG, 30.3362998962,-81.51439666750001,FL
KCRO,small_airport,Corcoran Airport,197.0,Corcoran,,CRO,43CN, 36.102502,-119.595001,CA
KCRP,large_airport,Corpus Christi International Airport,44.0,Corpus Christi,KCRP,CRP,CRP, 27.77039909362793,-97.5011978149414,TX
KCRQ,medium_airport,Mc Clellan-Palomar Airport,331.0,Carlsbad,KCRQ,CLD,CRQ, 33.12829971,-117.2799988,CA
KCRS,small_airport,C David Campbell Field Corsicana Municipal Airport,449.0,Corsicana,KCRS,CRS,CRS, 32.0280990601,-96.4005966187,TX
KCRT,small_airport,Z M Jack Stell Field,184.0,Crossett,KCRT,CRT,CRT, 33.1782989502,-91.8802032471,AR
KCRW,large_airport,Yeager Airport,981.0,Charleston,KCRW,CRW,CRW, 38.37310028076172,-81.59320068359375,WV
KCRX,small_airport,Roscoe Turner Airport,425.0,Corinth,KCRX,CRX,CRX, 34.9150009155,-88.6035003662,MS
KCSG,medium_airport,Columbus Metropolitan Airport,397.0,Columbus,KCSG,CSG,CSG, 32.516300201416016,-84.93890380859375,GA
KCSM,small_airport,Clinton Sherman Airport,1922.0,Clinton,KCSM,CSM,CSM, 35.3398017883,-99.20050048830001,OK
KCSQ,small_airport,Creston Municipal Airport,1300.0,Creston,KCSQ,CSQ,CSQ, 41.021400451699996,-94.36329650879999,IA
KCSV,medium_airport,Crossville Memorial Whitson Field,1881.0,Crossville,KCSV,CSV,CSV, 35.9513015747,-85.08499908450001,TN
KCTB,medium_airport,Cut Bank International Airport,3854.0,Cut Bank,KCTB,CTB,CTB, 48.6083984375,-112.375999451,MT
KCTY,small_airport,Cross City Airport,42.0,Cross City,KCTY,CTY,CTY, 29.6354999542,-83.10479736330001,FL
KCTZ,small_airport,Sampson County Airport,148.0,Clinton,KCTZ,CTZ,CTZ, 34.9756011963,-78.3646011353,NC
KCUB,medium_airport,Jim Hamilton L.B. Owens Airport,193.0,Columbia,KCUB,CUB,CUB, 33.970500946,-80.9952011108,SC
KCUH,small_airport,Cushing Municipal Airport,916.0,Cushing,KCUH,CUH,CUH, 35.9499015808,-96.7731018066,OK
KCVG,large_airport,Cincinnati Northern Kentucky International Airport,896.0,Cincinnati,KCVG,CVG,CVG, 39.0488014221,-84.6678009033,KY
KCVK,small_airport,Sharp County Regional Airport,716.0,Ash Flat,KCVK,CKK,CVK, 36.26490021,-91.56259918,AR
KCVN,small_airport,Clovis Municipal Airport,4216.0,Clovis,KCVN,CVN,CVN, 34.4250984192,-103.07900238,NM
KCVO,medium_airport,Corvallis Municipal Airport,250.0,Corvallis,KCVO,CVO,CVO, 44.49720001,-123.2900009,OR
KCVS,large_airport,Cannon Air Force Base,4295.0,Clovis,KCVS,CVS,CVS, 34.3828010559,-103.321998596,NM
KCWA,medium_airport,Central Wisconsin Airport,1277.0,Mosinee,KCWA,CWA,CWA, 44.7775993347,-89.6668014526,WI
KCWC,small_airport,Kickapoo Downtown Airport,1003.0,Wichita Falls,KCWC,KIP,CWC, 33.85779953,-98.49040222,TX
KCWF,small_airport,Chennault International Airport,17.0,Lake Charles,KCWF,CWF,CWF, 30.2105998993,-93.14320373540001,LA
KCWI,small_airport,Clinton Municipal Airport,708.0,Clinton,KCWI,CWI,CWI, 41.8311004639,-90.3291015625,IA
KCXL,small_airport,Calexico International Airport,4.0,Calexico,KCXL,CXL,CXL, 32.6694984436,-115.513000488,CA
KCXO,medium_airport,Conroe-North Houston Regional Airport,245.0,Houston,KCXO,CXO,CXO, 30.351801,-95.414497,TX
KCXP,small_airport,Carson Airport,4697.0,Carson City,KCXP,CSN,CXP, 39.192199707,-119.73400116,NV
KCXY,small_airport,Capital City Airport,347.0,Harrisburg,KCXY,HAR,CXY, 40.2170982361,-76.85150146480001,PA
KCYS,medium_airport,Cheyenne Regional Jerry Olson Field,6159.0,Cheyenne,KCYS,CYS,CYS, 41.15570068,-104.8119965,WY
KCZT,small_airport,Dimmit County Airport,599.0,Carrizo Springs,KCZT,CZT,CZT, 28.522199630699998,-99.823600769,TX
KD60,small_airport,Tioga Municipal Airport,2271.0,Tioga,D60,VEX,D60, 48.38050079,-102.8980026,ND
KDAA,medium_airport,Davison Army Air Field,73.0,Fort Belvoir,KDAA,DAA,DAA, 38.715000152600005,-77.1809997559,VA
KDAB,large_airport,Daytona Beach International Airport,34.0,Daytona Beach,KDAB,DAB,DAB, 29.179899,-81.058098,FL
KDAG,medium_airport,Barstow Daggett Airport,1930.0,Daggett,KDAG,DAG,DAG, 34.85369873,-116.7870026,CA
KDAL,large_airport,Dallas Love Field,487.0,Dallas,KDAL,DAL,DAL, 32.847099,-96.851799,TX
KDAN,medium_airport,Danville Regional Airport,571.0,Danville,KDAN,DAN,DAN, 36.572898864746094,-79.33609771728516,VA
KDAY,large_airport,James M Cox Dayton International Airport,1009.0,Dayton,KDAY,DAY,DAY, 39.902400970458984,-84.21939849853516,OH
KDBN,small_airport,W H 'Bud' Barron Airport,309.0,Dublin,KDBN,DBN,DBN, 32.56439972,-82.98529816,GA
KDBQ,large_airport,Dubuque Regional Airport,1077.0,Dubuque,KDBQ,DBQ,DBQ, 42.40200043,-90.70950317,IA
KDCA,large_airport,Ronald Reagan Washington National Airport,15.0,Washington,KDCA,DCA,DCA, 38.8521,-77.037697,DC
KDCU,small_airport,Pryor Field Regional Airport,592.0,Decatur,KDCU,DCU,DCU, 34.652698516799994,-86.94539642330001,AL
KDDC,medium_airport,Dodge City Regional Airport,2594.0,Dodge City,KDDC,DDC,DDC, 37.76340103149414,-99.9655990600586,KS
KDEC,medium_airport,Decatur Airport,682.0,Decatur,KDEC,DEC,DEC, 39.834598541259766,-88.8656997680664,IL
KDEH,small_airport,Decorah Municipal Airport,1158.0,Decorah,KDEH,DEH,DEH, 43.27550125,-91.73940277,IA
KDEN,large_airport,Denver International Airport,5431.0,Denver,KDEN,DEN,DEN, 39.861698150635,-104.672996521,CO
KDET,medium_airport,Coleman A. Young Municipal Airport,626.0,Detroit,KDET,DET,DET, 42.40919876,-83.00990295,MI
KDFI,small_airport,Defiance Memorial Airport,707.0,Defiance,KDFI,DFI,DFI, 41.3375015259,-84.4288024902,OH
KDFW,large_airport,Dallas Fort Worth International Airport,607.0,Dallas-Fort Worth,KDFW,DFW,DFW, 32.896801,-97.038002,TX
KDGL,small_airport,Douglas Municipal Airport,4173.0,Douglas,KDGL,DGL,DGL, 31.3425998688,-109.505996704,AZ
KDGW,small_airport,Converse County Airport,4933.0,Douglas,KDGW,DGW,DGW, 42.79719925,-105.3860016,WY
KDHN,medium_airport,Dothan Regional Airport,401.0,Dothan,KDHN,DHN,DHN, 31.321300506591797,-85.44960021972656,AL
KDHT,medium_airport,Dalhart Municipal Airport,3991.0,Dalhart,KDHT,DHT,DHT, 36.0225982666,-102.54699707,TX
KDIK,medium_airport,Dickinson Theodore Roosevelt Regional Airport,2592.0,Dickinson,KDIK,DIK,DIK, 46.7974014282,-102.802001953,ND
KDKK,small_airport,Chautauqua County-Dunkirk Airport,693.0,Dunkirk,KDKK,DKK,DKK, 42.49330139,-79.27200317,NY
KDLC,small_airport,Dillon County Airport,133.0,Dillon,KDLC,DLL,DLC, 34.4491004944,-79.368598938,SC
KDLF,large_airport,DLF Airport,1082.0,Del Rio,KDLF,DLF,DLF, 29.359501,-100.778002,TX
KDLH,large_airport,Duluth International Airport,1428.0,Duluth,KDLH,DLH,DLH, 46.8420982361,-92.19360351559999,MN
KDLN,small_airport,Dillon Airport,5241.0,Dillon,KDLN,DLN,DLN, 45.255401611299995,-112.553001404,MT
KDLS,medium_airport,Columbia Gorge Regional the Dalles Municipal Airport,247.0,The Dalles,KDLS,DLS,DLS, 45.6184997559,-121.166999817,OR
KDMA,medium_airport,Davis Monthan Air Force Base,2704.0,Tucson,KDMA,DMA,DMA, 32.1665000916,-110.883003235,AZ
KDMN,medium_airport,Deming Municipal Airport,4314.0,Deming,KDMN,DMN,DMN, 32.262298584,-107.721000671,NM
KDMO,small_airport,Sedalia Memorial Airport,909.0,Sedalia,KDMO,DMO,DMO, 38.70740127559999,-93.17590332030001,MO
KDNL,medium_airport,Daniel Field,423.0,Augusta,KDNL,DNL,DNL, 33.4664993286,-82.0393981934,GA
KDNN,small_airport,Dalton Municipal Airport,709.0,Dalton,KDNN,DNN,DNN, 34.72290039,-84.87020111,GA
KDNS,small_airport,Denison Municipal Airport,1274.0,Denison,KDNS,DNS,DNS, 41.9864006,-95.38069916,IA
KDNV,small_airport,Vermilion Regional Airport,697.0,Danville,KDNV,DNV,DNV, 40.19919968,-87.59590149,IL
KDOV,large_airport,Dover Air Force Base,24.0,Dover,KDOV,DOV,DOV, 39.12950134,-75.46600342,DE
KDPA,medium_airport,Dupage Airport,759.0,Chicago/West Chicago,KDPA,DPA,DPA, 41.90779877,-88.24859619,IL
KDPG,small_airport,Michael AAF (Dugway Proving Ground) Airport,4349.0,Dugway Proving Ground,KDPG,DPG,DPG, 40.19940186,-112.9369965,UT
KDRA,medium_airport,Desert Rock Airport,3314.0,Mercury,KDRA,DRA,NV65, 36.6194,-116.032997,NV
KDRI,medium_airport,Beauregard Regional Airport,202.0,De Ridder,KDRI,DRI,DRI, 30.8316993713,-93.33989715579999,LA
KDRM,small_airport,Drummond Island Airport,668.0,Drummond Island,KDRM,DRE,DRM, 46.0093002319,-83.74389648440001,MI
KDRO,small_airport,Durango La Plata County Airport,6685.0,Durango,KDRO,DRO,DRO, 37.1515007019,-107.753997803,CO
KDRT,medium_airport,Del Rio International Airport,1002.0,Del Rio,KDRT,DRT,DRT, 29.3742008209,-100.927001953,TX
KDSM,large_airport,Des Moines International Airport,958.0,Des Moines,KDSM,DSM,DSM, 41.534000396728516,-93.66310119628906,IA
KDSV,small_airport,Dansville Municipal Airport,662.0,Dansville,KDSV,DSV,DSV, 42.570899963399995,-77.7130966187,NY
KDTA,small_airport,Delta Municipal Airport,4759.0,Delta,KDTA,DTA,DTA, 39.3805999756,-112.508003235,UT
KDTL,small_airport,Detroit Lakes Airport - Wething Field,1397.0,Detroit Lakes,KDTL,DTL,DTL, 46.82519913,-95.88569641,MN
KDTN,small_airport,Shreveport Downtown Airport,179.0,Shreveport,KDTN,DTN,DTN, 32.5401992798,-93.7450027466,LA
KDTS,small_airport,Destin Executive Airport,23.0,Destin,KDTS,DSI,DTS, 30.40010071,-86.47149658,FL
KDTW,large_airport,Detroit Metropolitan Wayne County Airport,645.0,Detroit,KDTW,DTW,DTW, 42.212398529052734,-83.35340118408203,MI
KDUA,small_airport,Eaker Field,699.0,Durant,KDUA,DUA,DUA, 33.94229889,-96.39450073,OK
KDUC,small_airport,Halliburton Field,1114.0,Duncan,KDUC,DUC,DUC, 34.47090149,-97.9598999,OK
KDUG,medium_airport,Bisbee Douglas International Airport,4154.0,Douglas Bisbee,KDUG,DUG,DUG, 31.4689998627,-109.603996277,AZ
KDUJ,medium_airport,DuBois Regional Airport,1817.0,Dubois,KDUJ,DUJ,DUJ, 41.17829895,-78.8986969,PA
KDVL,small_airport,Devils Lake Regional Airport,1456.0,Devils Lake,KDVL,DVL,DVL, 48.11420059,-98.90879822,ND
KDVN,small_airport,Davenport Municipal Airport,751.0,Davenport,KDVN,DVN,DVN, 41.61029816,-90.58830261,IA
KDVO,small_airport,Marin County Airport - Gnoss Field,2.0,Novato,KDVO,NOT,DVO, 38.143600463867,-122.55599975586,CA
KDVP,small_airport,Slayton Municipal Airport,1623.0,Slayton,KDVP,NSL,DVP, 43.986801147461,-95.782600402832,MN
KDVT,small_airport,Phoenix Deer Valley Airport,1478.0,Phoenix,KDVT,DVT,DVT, 33.6883010864,-112.083000183,AZ
KDWF,closed,Wright Field,800.0,Dayton,KDWF,DWF,DWF, 39.78,-84.10444444439999,OH
KDWH,small_airport,David Wayne Hooks Memorial Airport,152.0,Houston,KDWH,DWH,DWH, 30.0618000031,-95.55280303960001,TX
KDXR,small_airport,Danbury Municipal Airport,458.0,Danbury,KDXR,DXR,DXR, 41.371498107899995,-73.48220062259999,CT
KDYL,small_airport,Doylestown Airport,394.0,Doylestown,KDYL,DYL,DYL, 40.3330001831,-75.1222991943,PA
KDYS,large_airport,Dyess Air Force Base,1789.0,Abilene,KDYS,DYS,DYS, 32.4207992554,-99.854598999,TX
KE01,small_airport,Roy Hurd Memorial Airport,2615.0,Monahans,E01,MIF,E01, 31.582500457764,-102.90899658203,TX
KE13,small_airport,Crane County Airport,2552.0,Crane,E13,CCG,E13, 31.415100097699998,-102.362998962,TX
KE14,small_airport,Ohkay Owingeh Airport,5790.0,Espanola,E14,ESO,E14, 36.0299987793,-106.04599762,NM
KE24,small_airport,Whiteriver Airport,5153.0,Whiteriver,E24,WTR,E24, 33.8125,-109.9869995,AZ
KE38,small_airport,Alpine Casparis Municipal Airport,4515.0,Alpine,,ALE,E38, 30.384199142499998,-103.683998108,TX
KE51,small_airport,Bagdad Airport,4183.0,Bagdad,E51,BGT,E51, 34.5959014893,-113.169998169,AZ
KEAN,small_airport,Phifer Airfield,4776.0,Wheatland,KEAN,EAN,EAN, 42.0555,-104.929001,WY
KEAR,small_airport,Kearney Regional Airport,2131.0,Kearney,KEAR,EAR,EAR, 40.72700119,-99.00679779,NE
KEAT,medium_airport,Pangborn Memorial Airport,1249.0,Wenatchee,KEAT,EAT,EAT, 47.3988990784,-120.207000732,WA
KEAU,medium_airport,Chippewa Valley Regional Airport,913.0,Eau Claire,KEAU,EAU,EAU, 44.86579895019531,-91.48429870605469,WI
KEB,small_airport,Nanwalek Airport,27.0,Nanwalek,KEB,KEB,KEB, 59.3521003723,-151.925003052,AK
KEBS,small_airport,Webster City Municipal Airport,1122.0,Webster City,KEBS,EBS,EBS, 42.43659973,-93.86889648,IA
KECG,medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,12.0,Elizabeth City,KECG,ECG,ECG, 36.26060104,-76.17459869,NC
KECP,medium_airport,Northwest Florida Beaches International Airport,69.0,Panama City Beach,KECP,ECP,ECP, 30.357106,-85.795414,FL
KECS,small_airport,Mondell Field,4174.0,Newcastle,KECS,ECS,ECS, 43.885399,-104.318001,WY
KEDE,small_airport,Northeastern Regional Airport,20.0,Edenton,KEDE,EDE,EDE, 36.027698516799994,-76.56710052490001,NC
KEDN,small_airport,Enterprise Municipal Airport,361.0,Enterprise,KEDN,ETS,EDN, 31.29969978,-85.89990234,AL
KEDW,large_airport,Edwards Air Force Base,2312.0,Edwards,KEDW,EDW,EDW, 34.905399,-117.884003,CA
KEED,medium_airport,Needles Airport,983.0,Needles,KEED,EED,EED, 34.7663002014,-114.623001099,CA
KEEN,medium_airport,Dillant Hopkins Airport,488.0,Keene,KEEN,EEN,EEN, 42.898399353027344,-72.27079772949219,NH
KEFD,medium_airport,Ellington Airport,32.0,Houston,KEFD,EFD,EFD, 29.607299804700002,-95.1587982178,TX
KEFK,small_airport,Northeast Kingdom International Airport,930.0,Newport,KEFK,EFK,EFK, 44.888802,-72.229202,VT
KEFW,small_airport,Jefferson Municipal Airport,1044.0,Jefferson,KEFW,EFW,EFW, 42.0102005,-94.34259796,IA
KEGE,medium_airport,Eagle County Regional Airport,6548.0,Eagle,KEGE,EGE,EGE, 39.64260101,-106.9179993,CO
KEGI,medium_airport,Duke Field,191.0,Crestview,KEGI,EGI,EGI, 30.65040016,-86.52290344,FL
KEGV,small_airport,Eagle River Union Airport,1642.0,Eagle River,KEGV,EGV,EGV, 45.932300567599995,-89.26830291750001,WI
KEK,small_airport,Ekwok Airport,135.0,Ekwok,KEK,KEK,KEK, 59.3568000793457,-157.4709930419922,AK
KEKA,medium_airport,Murray Field,7.0,Eureka,KEKA,EKA,EKA, 40.803398132299996,-124.112998962,CA
KEKM,small_airport,Elkhart Municipal Airport,778.0,Elkhart,KEKM,EKI,EKM, 41.7193984985,-86.00319671630001,IN
KEKN,medium_airport,Elkins-Randolph Co-Jennings Randolph Field,1987.0,Elkins,KEKN,EKN,EKN, 38.88940048,-79.85710144,WV
KEKO,medium_airport,Elko Regional Airport,5140.0,Elko,KEKO,EKO,EKO, 40.82490158081055,-115.79199981689453,NV
KEKX,small_airport,Addington Field,775.0,Elizabethtown,KEKX,EKX,EKX, 37.686000824,-85.9250030518,KY
KELA,small_airport,Eagle Lake Airport,184.0,Eagle Lake,KELA,ELA,ELA, 29.600599288900003,-96.3218994141,TX
KELD,medium_airport,South Arkansas Regional At Goodwin Field,277.0,El Dorado,KELD,ELD,ELD, 33.22100067138672,-92.81330108642578,AR
KELK,small_airport,Elk City Regional Business Airport,2013.0,Elk City,KELK,ELK,ELK, 35.43080139,-99.39430237,OK
KELM,medium_airport,Elmira Corning Regional Airport,954.0,Elmira/Corning,KELM,ELM,ELM, 42.1599006652832,-76.8916015625,NY
KELN,small_airport,Bowers Field,1764.0,Ellensburg,KELN,ELN,ELN, 47.03300095,-120.5309982,WA
KELO,medium_airport,Ely Municipal Airport,1456.0,Ely,KELO,LYU,ELO, 47.82450104,-91.83070374,MN
KELP,medium_airport,El Paso International Airport,3959.0,El Paso,KELP,ELP,ELP, 31.80719948,-106.3779984,TX
KELY,medium_airport,Ely Airport Yelland Field,6259.0,Ely,KELY,ELY,ELY, 39.29970169,-114.8420029,NV
KELZ,small_airport,"Wellsville Municipal Arpt,Tarantine Field",2124.0,Wellsville,KELZ,ELZ,ELZ, 42.10950089,-77.98999786,NY
KEMM,small_airport,Kemmerer Municipal Airport,7285.0,Kemmerer,KEMM,EMM,EMM, 41.82410049439999,-110.556999207,WY
KEMP,small_airport,Emporia Municipal Airport,1208.0,Emporia,KEMP,EMP,EMP, 38.3320999146,-96.19120025630001,KS
KEMT,small_airport,San Gabriel Valley Airport,296.0,El Monte,KEMT,EMT,EMT, 34.086102,-118.035004,CA
KEND,large_airport,Vance Air Force Base,1307.0,Enid,KEND,END,END, 36.339199066199996,-97.9164962769,OK
KENL,small_airport,Centralia Municipal Airport,534.0,Centralia,KENL,ENL,ENL, 38.515098571799996,-89.0911026001,IL
KENV,medium_airport,Wendover Airport,4237.0,Wendover,KENV,ENV,ENV, 40.7187004089,-114.03099823,UT
KENW,medium_airport,Kenosha Regional Airport,742.0,Kenosha,KENW,ENW,ENW, 42.59569931,-87.92780304,WI
KEOK,small_airport,Keokuk Municipal Airport,671.0,Keokuk,KEOK,EOK,EOK, 40.459899902299995,-91.4284973145,IA
KEPH,small_airport,Ephrata Municipal Airport,1276.0,Ephrata,KEPH,EPH,EPH, 47.30759811,-119.5159988,WA
KEQA,small_airport,Captain Jack Thomas El Dorado Airport,1378.0,El Dorado,KEQA,EDK,EQA, 37.7741012573,-96.81759643550001,KS
KERI,large_airport,Erie International Tom Ridge Field,732.0,Erie,KERI,ERI,ERI, 42.0831270134,-80.1738667488,PA
KERR,small_airport,Errol Airport,1245.0,Errol,KERR,ERR,ERR, 44.7924995422,-71.1641998291,NH
KERV,small_airport,Kerrville Municipal Louis Schreiner Field,1617.0,Kerrville,KERV,ERV,ERV, 29.9766998291,-99.08570098879999,TX
KESC,small_airport,Delta County Airport,609.0,Escanaba,KESC,ESC,ESC, 45.7226982117,-87.0936965942,MI
KESF,medium_airport,Esler Regional Airport,112.0,Alexandria,KESF,ESF,ESF, 31.3948993683,-92.2957992554,LA
